area_name,incident_type,time_of_day,severity,source,women_involved,incident_date,lat,lng
Sanwer Road Indl,mobile_snatching,22,high,Synthetic_RealPattern,0,2024-10-05,22.74746331998469,75.81285826600511
Sanwer Road Indl,molestation,3,high,Synthetic_RealPattern,1,2024-11-28,22.748523656775888,75.81164915418906
Sanwer Road Indl,assault,1,high,Synthetic_RealPattern,0,2024-10-04,22.743502501346622,75.81177573104509
Sanwer Road Indl,mobile_snatching,3,high,Synthetic_RealPattern,0,2023-03-11,22.746164784292112,75.81347370887897
Sanwer Road Indl,molestation,0,high,Synthetic_RealPattern,1,2023-10-09,22.744885345139785,75.80931930958162
Sanwer Road Indl,molestation,20,high,Synthetic_RealPattern,1,2023-12-27,22.748419486386886,75.81301753602476
Sanwer Road Indl,mobile_snatching,21,high,Synthetic_RealPattern,0,2023-11-14,22.747652713538812,75.81143295806264
Sanwer Road Indl,assault,20,high,Synthetic_RealPattern,0,2023-02-28,22.747629972228268,75.81406518398765
Sanwer Road Indl,chain_snatching,21,high,Synthetic_RealPattern,1,2024-10-22,22.745412158958768,75.80985794383894
Sanwer Road Indl,molestation,2,high,Synthetic_RealPattern,1,2024-04-18,22.745088917014026,75.81282921360169
Sanwer Road Indl,molestation,20,high,Synthetic_RealPattern,1,2024-04-05,22.744240442431582,75.81218583733931
Sanwer Road Indl,molestation,23,high,Synthetic_RealPattern,1,2023-11-26,22.742938252979904,75.81315395315542
Sanwer Road Indl,robbery,3,high,Synthetic_RealPattern,0,2024-05-28,22.747788334257528,75.80968912156689
Sanwer Road Indl,assault,3,high,Synthetic_RealPattern,1,2023-04-16,22.74747740605478,75.81277990272456
Sanwer Road Indl,abduction,21,high,Synthetic_RealPattern,1,2024-05-31,22.748598306039717,75.81266890752775
Sanwer Road Indl,robbery,22,high,Synthetic_RealPattern,1,2023-02-10,22.748579821022442,75.8126639605665
Sanwer Road Indl,molestation,3,high,Synthetic_RealPattern,1,2024-03-25,22.745932590233615,75.81292092599958
Sanwer Road Indl,assault,22,high,Synthetic_RealPattern,0,2024-01-08,22.74721392449108,75.81335880762335
Sanwer Road Indl,assault,2,high,Synthetic_RealPattern,1,2024-02-23,22.748268594379294,75.81412993399807
Sanwer Road Indl,abduction,20,high,Synthetic_RealPattern,1,2024-10-08,22.747697884344063,75.81091892432076
Sanwer Road Indl,assault,1,high,Synthetic_RealPattern,0,2023-03-09,22.74408408861046,75.81425029646107
Sanwer Road Indl,assault,2,high,Synthetic_RealPattern,1,2023-10-18,22.74530326481186,75.81228953409358
Sanwer Road Indl,chain_snatching,22,high,Synthetic_RealPattern,1,2023-12-08,22.743374956490907,75.8097623496748
Sanwer Road Indl,assault,22,high,Synthetic_RealPattern,1,2023-12-25,22.748324306163553,75.80965130557546
Sanwer Road Indl,molestation,2,high,Synthetic_RealPattern,1,2023-05-13,22.746237047806705,75.81130542991217
Sanwer Road Indl,molestation,21,high,Synthetic_RealPattern,1,2023-11-14,22.74397185683302,75.81400938186266
Sanwer Road Indl,assault,2,high,Synthetic_RealPattern,0,2024-10-20,22.746630204106435,75.81354608560844
Sanwer Road Indl,abduction,21,high,Synthetic_RealPattern,1,2024-10-23,22.74630876944275,75.81403168978802
Sanwer Road Indl,assault,2,high,Synthetic_RealPattern,0,2024-06-04,22.7447489763082,75.81240361433865
Sanwer Road Indl,robbery,1,high,Synthetic_RealPattern,0,2023-11-13,22.743281345553196,75.81194119398772
Sanwer Road Indl,robbery,1,high,Synthetic_RealPattern,0,2024-05-12,22.746629439173557,75.81018471516023
Sanwer Road Indl,chain_snatching,22,high,Synthetic_RealPattern,1,2023-06-08,22.745721846205424,75.81126915652165
Sanwer Road Indl,molestation,0,high,Synthetic_RealPattern,1,2023-04-14,22.747233910350413,75.81190411619704
Sanwer Road Indl,assault,20,high,Synthetic_RealPattern,1,2024-11-08,22.74572098100667,75.80983160257807
Sanwer Road Indl,mobile_snatching,22,high,Synthetic_RealPattern,0,2024-09-03,22.747713089001913,75.81062367171626
Sanwer Road Indl,abduction,22,high,Synthetic_RealPattern,1,2023-07-05,22.745911441032646,75.81288935176437
Sanwer Road Indl,chain_snatching,22,high,Synthetic_RealPattern,1,2024-03-24,22.74596562782921,75.81371397868543
Sanwer Road Indl,abduction,2,high,Synthetic_RealPattern,1,2024-01-09,22.747859921615948,75.81529008506836
Sanwer Road Indl,molestation,23,high,Synthetic_RealPattern,1,2024-03-30,22.745020897197275,75.81489867998806
Sanwer Road Indl,robbery,0,high,Synthetic_RealPattern,1,2024-04-04,22.743404091370703,75.8131553911972
Sanwer Road Indl,mobile_snatching,23,high,Synthetic_RealPattern,0,2023-11-13,22.74277269605788,75.81182748831976
Sanwer Road Indl,molestation,1,high,Synthetic_RealPattern,1,2024-11-25,22.747130823534043,75.81311706418825
Sanwer Road Indl,assault,3,high,Synthetic_RealPattern,0,2024-04-17,22.74632185730812,75.81401390970848
Sanwer Road Indl,robbery,2,high,Synthetic_RealPattern,1,2023-06-15,22.746824478608595,75.81001001714553
Sanwer Road Indl,chain_snatching,22,high,Synthetic_RealPattern,1,2023-09-14,22.743877784969055,75.81175942933817
Sanwer Road Indl,molestation,3,high,Synthetic_RealPattern,1,2024-01-16,22.74341822885352,75.8143388137138
Sanwer Road Indl,molestation,21,high,Synthetic_RealPattern,1,2024-12-29,22.742687267994008,75.81160299771159
Sanwer Road Indl,chain_snatching,21,high,Synthetic_RealPattern,1,2023-10-19,22.74470352535284,75.81273123362736
Sanwer Road Indl,mobile_snatching,22,high,Synthetic_RealPattern,1,2023-10-07,22.74613950612113,75.81282661616517
Sanwer Road Indl,chain_snatching,22,high,Synthetic_RealPattern,1,2024-03-23,22.744953464270598,75.8104068575188
Sanwer Road Indl,assault,23,high,Synthetic_RealPattern,0,2024-04-06,22.745224849532143,75.8114734126499
Sanwer Road Indl,mobile_snatching,2,high,Synthetic_RealPattern,1,2023-02-24,22.74802495216696,75.81130706773244
Sanwer Road Indl,mobile_snatching,1,high,Synthetic_RealPattern,0,2023-08-30,22.744689532802138,75.80945718025119
Sanwer Road Indl,chain_snatching,1,high,Synthetic_RealPattern,1,2023-08-18,22.74568393693496,75.80944515058334
Sanwer Road Indl,abduction,1,high,Synthetic_RealPattern,1,2023-04-12,22.747301918076445,75.81429018226204
Sanwer Road Indl,robbery,1,high,Synthetic_RealPattern,0,2023-05-30,22.744979256693927,75.81093842485983
Sanwer Road Indl,abduction,0,high,Synthetic_RealPattern,1,2024-04-28,22.746332520201367,75.81240847259743
Sanwer Road Indl,mobile_snatching,22,high,Synthetic_RealPattern,0,2024-12-23,22.74777418225248,75.81109235344152
Limbodi,chain_snatching,0,high,Synthetic_RealPattern,1,2023-01-06,22.814997123741946,75.8482440754707
Limbodi,robbery,20,high,Synthetic_RealPattern,0,2023-09-20,22.810182440885576,75.8441557805532
Limbodi,molestation,0,high,Synthetic_RealPattern,1,2024-09-15,22.81485952575097,75.84517794087644
Limbodi,assault,23,high,Synthetic_RealPattern,0,2023-04-24,22.812252697758478,75.84783638150292
Limbodi,chain_snatching,22,high,Synthetic_RealPattern,1,2023-05-05,22.810849466329795,75.84765160140076
Limbodi,abduction,21,high,Synthetic_RealPattern,1,2024-03-05,22.81205481453743,75.84371660850708
Limbodi,chain_snatching,0,high,Synthetic_RealPattern,1,2024-04-13,22.815180195451713,75.84741585985878
Limbodi,molestation,20,high,Synthetic_RealPattern,1,2024-05-26,22.812255708563956,75.84534912132044
Limbodi,abduction,0,high,Synthetic_RealPattern,1,2023-01-17,22.811272509661727,75.84549781323251
Limbodi,robbery,0,high,Synthetic_RealPattern,1,2024-08-11,22.8131004051259,75.8434008798345
Limbodi,mobile_snatching,21,high,Synthetic_RealPattern,0,2023-10-26,22.81074087371267,75.84308360908254
Limbodi,robbery,0,high,Synthetic_RealPattern,1,2023-12-28,22.809755179968654,75.84696763584185
Limbodi,abduction,23,high,Synthetic_RealPattern,1,2023-07-11,22.810073278331465,75.84557876691413
Limbodi,assault,20,high,Synthetic_RealPattern,0,2024-06-20,22.810068275033746,75.8452211042157
Limbodi,molestation,0,high,Synthetic_RealPattern,1,2024-07-11,22.810211416161074,75.84697704937192
Limbodi,chain_snatching,0,high,Synthetic_RealPattern,1,2024-07-21,22.810132963035898,75.84719307739395
Limbodi,chain_snatching,23,high,Synthetic_RealPattern,1,2024-04-26,22.81314524846882,75.84355344900602
Limbodi,assault,23,high,Synthetic_RealPattern,1,2024-01-18,22.810391280506394,75.84626135089687
Limbodi,chain_snatching,20,high,Synthetic_RealPattern,1,2024-01-01,22.811374003699942,75.84341212449367
Limbodi,abduction,22,high,Synthetic_RealPattern,1,2023-09-04,22.814680730459436,75.84710825051617
Limbodi,abduction,20,high,Synthetic_RealPattern,1,2024-08-18,22.812143769841576,75.8465417309376
Limbodi,chain_snatching,22,high,Synthetic_RealPattern,1,2023-05-17,22.813305346431125,75.84833968772651
Limbodi,assault,22,high,Synthetic_RealPattern,1,2024-07-13,22.81033391922721,75.84301374809814
Limbodi,mobile_snatching,21,high,Synthetic_RealPattern,1,2024-12-02,22.81045373411285,75.84294232832691
Limbodi,robbery,23,high,Synthetic_RealPattern,0,2024-10-08,22.8095452116976,75.84429312244816
Limbodi,chain_snatching,20,high,Synthetic_RealPattern,1,2024-04-13,22.810313610378433,75.84417023410242
Limbodi,chain_snatching,22,high,Synthetic_RealPattern,1,2023-07-26,22.810971542034192,75.84408187279443
Limbodi,assault,21,high,Synthetic_RealPattern,0,2023-02-12,22.81036206290566,75.84803752748313
Limbodi,molestation,0,high,Synthetic_RealPattern,1,2024-02-12,22.809832215202544,75.8440972771991
Limbodi,chain_snatching,23,high,Synthetic_RealPattern,1,2023-09-17,22.810023815226604,75.84423169835678
Limbodi,assault,21,high,Synthetic_RealPattern,0,2023-10-20,22.812064672608198,75.84715638957451
Limbodi,chain_snatching,22,high,Synthetic_RealPattern,1,2023-10-07,22.810538002310434,75.8452984390547
Limbodi,mobile_snatching,22,high,Synthetic_RealPattern,1,2024-03-23,22.811485619166287,75.84726026334174
Limbodi,assault,23,high,Synthetic_RealPattern,0,2024-01-31,22.81232050362513,75.84299219694539
Limbodi,mobile_snatching,23,high,Synthetic_RealPattern,0,2024-12-09,22.813442368971778,75.84552542716204
Limbodi,chain_snatching,0,high,Synthetic_RealPattern,1,2023-10-01,22.809535872839046,75.8428016816011
Limbodi,mobile_snatching,23,high,Synthetic_RealPattern,1,2023-03-22,22.814096462393454,75.84297591922073
Limbodi,assault,21,high,Synthetic_RealPattern,0,2024-07-12,22.813067402336944,75.84803862472008
Limbodi,assault,20,high,Synthetic_RealPattern,1,2023-03-23,22.809790554191693,75.84343547222672
Limbodi,mobile_snatching,22,high,Synthetic_RealPattern,1,2023-11-10,22.81454147174464,75.84579452409366
Limbodi,abduction,23,high,Synthetic_RealPattern,1,2023-06-20,22.81482523440319,75.84506657361561
Limbodi,mobile_snatching,23,high,Synthetic_RealPattern,0,2023-12-26,22.80966646775913,75.84468405995756
Limbodi,mobile_snatching,22,high,Synthetic_RealPattern,0,2024-09-21,22.810961265888885,75.84799900007413
Limbodi,abduction,20,high,Synthetic_RealPattern,1,2023-03-18,22.81413720767876,75.84273094038066
Limbodi,molestation,23,high,Synthetic_RealPattern,1,2024-01-08,22.813789558142304,75.84658273811706
Limbodi,robbery,21,high,Synthetic_RealPattern,1,2023-02-01,22.81040712611614,75.84838036660528
Limbodi,robbery,23,high,Synthetic_RealPattern,0,2023-02-05,22.810556095940022,75.84596100910078
Limbodi,assault,21,high,Synthetic_RealPattern,0,2024-10-22,22.81152283261675,75.8482209347722
Limbodi,chain_snatching,23,high,Synthetic_RealPattern,1,2024-08-03,22.812207137911148,75.84291354727571
Limbodi,abduction,0,high,Synthetic_RealPattern,1,2023-06-07,22.81300952862918,75.84511275991444
Limbodi,assault,23,high,Synthetic_RealPattern,0,2024-01-15,22.81151348183742,75.84416094674577
Limbodi,robbery,20,high,Synthetic_RealPattern,1,2024-08-10,22.8120752082968,75.84698492578988
Limbodi,assault,22,high,Synthetic_RealPattern,1,2024-02-12,22.813784825628804,75.84848778254299
Limbodi,chain_snatching,22,high,Synthetic_RealPattern,1,2023-09-13,22.809520099217345,75.84413918037467
Limbodi,mobile_snatching,20,high,Synthetic_RealPattern,1,2023-07-10,22.810814621666065,75.84652504760885
Limbodi,chain_snatching,23,high,Synthetic_RealPattern,1,2024-07-29,22.813580097515306,75.84378858579656
Limbodi,abduction,22,high,Synthetic_RealPattern,1,2023-09-24,22.814671241026122,75.84599198152743
Limbodi,molestation,23,high,Synthetic_RealPattern,1,2023-08-08,22.812370064652693,75.84538359492014
Limbodi,mobile_snatching,22,high,Synthetic_RealPattern,0,2024-12-11,22.812492680911593,75.8484320319778
Limbodi,chain_snatching,20,high,Synthetic_RealPattern,1,2023-05-19,22.809943032068038,75.84625116363618
Bambori,abduction,23,high,Synthetic_RealPattern,1,2023-06-26,22.82308447420094,75.86139703823252
Bambori,abduction,23,high,Synthetic_RealPattern,1,2023-03-31,22.82359570359873,75.85998457470933
Bambori,assault,22,high,Synthetic_RealPattern,1,2024-11-14,22.82185482302181,75.86020748097242
Bambori,molestation,20,high,Synthetic_RealPattern,1,2024-07-17,22.822015459385696,75.86065190157971
Bambori,robbery,22,high,Synthetic_RealPattern,1,2023-11-04,22.822663704978627,75.86080579996805
Bambori,molestation,21,high,Synthetic_RealPattern,1,2024-01-06,22.820520427186665,75.86440369634705
Bambori,robbery,21,high,Synthetic_RealPattern,0,2023-05-05,22.822332474993498,75.8626673367297
Bambori,chain_snatching,21,high,Synthetic_RealPattern,1,2024-05-20,22.821668688041978,75.86244034546826
Bambori,molestation,22,high,Synthetic_RealPattern,1,2024-07-21,22.82236498411307,75.85998861323122
Bambori,molestation,22,high,Synthetic_RealPattern,1,2024-04-23,22.821118572790915,75.8644608381601
Bambori,chain_snatching,21,high,Synthetic_RealPattern,1,2024-09-18,22.82574316368444,75.86363688581926
Bambori,mobile_snatching,20,high,Synthetic_RealPattern,1,2023-11-13,22.823961554721325,75.85970601017141
Bambori,mobile_snatching,23,high,Synthetic_RealPattern,0,2024-06-22,22.824474613914866,75.86354701058339
Bambori,assault,20,high,Synthetic_RealPattern,1,2023-05-09,22.825135027431642,75.86256122930406
Bambori,mobile_snatching,20,high,Synthetic_RealPattern,1,2024-04-05,22.823390653193574,75.85979035207448
Bambori,molestation,22,high,Synthetic_RealPattern,1,2023-05-12,22.820921521728526,75.86204980384917
Bambori,mobile_snatching,21,high,Synthetic_RealPattern,1,2023-05-13,22.82362263925091,75.86220817772279
Bambori,molestation,20,high,Synthetic_RealPattern,1,2023-05-08,22.823921046708126,75.86029464724099
Bambori,robbery,21,high,Synthetic_RealPattern,0,2023-11-08,22.824872636845104,75.864974188882
Bambori,robbery,22,high,Synthetic_RealPattern,0,2024-12-27,22.82298995727738,75.86439985222889
Bambori,assault,22,high,Synthetic_RealPattern,0,2023-03-22,22.821165481816774,75.86331413402398
Bambori,abduction,22,high,Synthetic_RealPattern,1,2023-05-09,22.82210265543479,75.862073773366
Bambori,molestation,22,high,Synthetic_RealPattern,1,2024-09-21,22.82257849377839,75.86177059324952
Bambori,abduction,20,high,Synthetic_RealPattern,1,2024-05-29,22.82427550344799,75.8632058408029
Bambori,molestation,21,high,Synthetic_RealPattern,1,2024-08-29,22.823824669828014,75.86257259121645
Bambori,abduction,21,high,Synthetic_RealPattern,1,2023-06-25,22.822536580355386,75.8596736386353
Bambori,chain_snatching,22,high,Synthetic_RealPattern,1,2024-07-31,22.826319091492756,75.86237501589262
Bambori,chain_snatching,20,high,Synthetic_RealPattern,1,2023-03-25,22.82403464891614,75.8641384217034
Bambori,robbery,22,high,Synthetic_RealPattern,1,2024-10-28,22.821823360750415,75.86205543926559
Bambori,abduction,23,high,Synthetic_RealPattern,1,2024-09-24,22.82101069483572,75.85961173946534
Bambori,abduction,20,high,Synthetic_RealPattern,1,2024-05-24,22.821317154835107,75.86401766919631
Bambori,assault,22,high,Synthetic_RealPattern,0,2024-10-19,22.821875746370306,75.86050818269283
Bambori,mobile_snatching,21,high,Synthetic_RealPattern,0,2024-12-02,22.821364088239555,75.86085172500934
Bambori,abduction,23,high,Synthetic_RealPattern,1,2023-03-16,22.821519402144308,75.8602882381206
Bambori,mobile_snatching,20,high,Synthetic_RealPattern,0,2023-06-11,22.822110571012164,75.86128129038923
Bambori,robbery,23,high,Synthetic_RealPattern,0,2024-04-20,22.821440241571768,75.86384050903413
Bambori,abduction,21,high,Synthetic_RealPattern,1,2023-11-17,22.82578059254776,75.86241631515703
Bambori,mobile_snatching,22,high,Synthetic_RealPattern,0,2023-12-20,22.82088140247397,75.86052928764491
Bambori,molestation,22,high,Synthetic_RealPattern,1,2024-06-11,22.823547068337422,75.86456698046892
Bambori,robbery,20,high,Synthetic_RealPattern,0,2023-11-23,22.822862380961936,75.86457749112971
Bambori,mobile_snatching,20,high,Synthetic_RealPattern,0,2023-10-01,22.82629427170145,75.86452347055028
Bambori,chain_snatching,21,high,Synthetic_RealPattern,1,2023-04-10,22.82107223341301,75.8607327772683
Bambori,molestation,22,high,Synthetic_RealPattern,1,2024-01-29,22.822787133594275,75.86200743606508
Bambori,robbery,23,high,Synthetic_RealPattern,0,2023-09-12,22.82621682259965,75.86520993793685
Bambori,robbery,22,high,Synthetic_RealPattern,0,2023-07-14,22.825593042755365,75.86393207485787
Bambori,assault,23,high,Synthetic_RealPattern,0,2024-05-25,22.825302432425694,75.85946300452736
Bambori,mobile_snatching,20,high,Synthetic_RealPattern,1,2023-04-03,22.82194741696227,75.85969122754757
Bambori,robbery,23,high,Synthetic_RealPattern,1,2023-09-04,22.82142532552434,75.86208358826087
Bambori,chain_snatching,22,high,Synthetic_RealPattern,1,2023-02-19,22.824411859319547,75.86475532123518
Bambori,molestation,22,high,Synthetic_RealPattern,1,2024-05-21,22.825976255934766,75.86253221078772
Bambori,molestation,23,high,Synthetic_RealPattern,1,2023-10-20,22.823740577358084,75.86228687504821
Bambori,mobile_snatching,20,high,Synthetic_RealPattern,0,2023-04-21,22.823829676136818,75.85993284219974
Bambori,mobile_snatching,22,high,Synthetic_RealPattern,0,2024-01-10,22.82207987456196,75.86324068062835
Bambori,chain_snatching,20,high,Synthetic_RealPattern,1,2024-02-15,22.82501695759915,75.86423261896361
Bambori,molestation,21,high,Synthetic_RealPattern,1,2024-01-07,22.821522262491346,75.86158252004505
Bambori,mobile_snatching,22,high,Synthetic_RealPattern,1,2023-03-17,22.822342075418426,75.86395367110556
Bambori,assault,23,high,Synthetic_RealPattern,1,2024-07-17,22.8229526186317,75.86508685992341
Bambori,chain_snatching,20,high,Synthetic_RealPattern,1,2023-05-12,22.823445662272107,75.86052259875477
Bambori,assault,23,high,Synthetic_RealPattern,1,2024-01-18,22.82185445839449,75.86243997778718
Bambori,robbery,22,high,Synthetic_RealPattern,1,2023-05-28,22.821089020948435,75.86102282774851
Murai Mohalla,molestation,1,high,Synthetic_RealPattern,1,2024-02-16,22.71516372025465,75.84955712651421
Murai Mohalla,chain_snatching,21,high,Synthetic_RealPattern,1,2023-02-16,22.713231783319443,75.84826556019529
Murai Mohalla,assault,22,high,Synthetic_RealPattern,0,2024-12-31,22.714987429328538,75.8486074945053
Murai Mohalla,robbery,1,high,Synthetic_RealPattern,1,2024-04-12,22.712426176291647,75.8495874849577
Murai Mohalla,assault,1,high,Synthetic_RealPattern,1,2023-05-24,22.71438684061113,75.84717582283598
Murai Mohalla,mobile_snatching,23,high,Synthetic_RealPattern,1,2023-06-16,22.71469553659531,75.85029054041046
Murai Mohalla,assault,23,high,Synthetic_RealPattern,1,2024-08-30,22.711810941220936,75.84799817320348
Murai Mohalla,mobile_snatching,1,high,Synthetic_RealPattern,1,2024-06-29,22.713519625669164,75.84574772893701
Murai Mohalla,mobile_snatching,1,high,Synthetic_RealPattern,0,2023-11-03,22.712306488061635,75.84897539470902
Murai Mohalla,abduction,23,high,Synthetic_RealPattern,1,2023-12-06,22.711880249822837,75.84955956810263
Murai Mohalla,molestation,21,high,Synthetic_RealPattern,1,2024-03-02,22.717439761394342,75.84670057006241
Murai Mohalla,abduction,23,high,Synthetic_RealPattern,1,2024-12-05,22.71343412306985,75.849943075542
Murai Mohalla,mobile_snatching,21,high,Synthetic_RealPattern,0,2024-09-03,22.71635924667513,75.85023685952861
Murai Mohalla,robbery,1,high,Synthetic_RealPattern,1,2024-08-14,22.713027843928582,75.84646142692428
Murai Mohalla,mobile_snatching,21,high,Synthetic_RealPattern,0,2024-08-20,22.715589016333343,75.85070112883629
Murai Mohalla,abduction,1,high,Synthetic_RealPattern,1,2024-10-06,22.716061367159337,75.8456442691683
Murai Mohalla,robbery,1,high,Synthetic_RealPattern,1,2024-01-25,22.715073832443647,75.84601209401042
Murai Mohalla,molestation,22,high,Synthetic_RealPattern,1,2023-02-02,22.714329457131303,75.84590534903543
Murai Mohalla,chain_snatching,21,high,Synthetic_RealPattern,1,2023-07-15,22.713971045484886,75.85016393826005
Murai Mohalla,mobile_snatching,0,high,Synthetic_RealPattern,0,2023-11-18,22.71359320959926,75.84872575531395
Murai Mohalla,robbery,0,high,Synthetic_RealPattern,0,2024-12-08,22.717077174865487,75.84571262569933
Murai Mohalla,mobile_snatching,1,high,Synthetic_RealPattern,1,2024-09-18,22.716483716446728,75.84744194051022
Murai Mohalla,robbery,21,high,Synthetic_RealPattern,1,2024-12-23,22.717290161464,75.84849178815043
Murai Mohalla,assault,22,high,Synthetic_RealPattern,1,2024-07-28,22.712245783340915,75.84530078450994
Murai Mohalla,mobile_snatching,0,high,Synthetic_RealPattern,0,2024-06-22,22.715885204851222,75.85009449821045
Murai Mohalla,molestation,22,high,Synthetic_RealPattern,1,2024-04-15,22.717130042740926,75.84962162121266
Murai Mohalla,assault,23,high,Synthetic_RealPattern,1,2024-07-13,22.712587398396995,75.84783124064147
Murai Mohalla,mobile_snatching,23,high,Synthetic_RealPattern,0,2024-09-16,22.7118989776042,75.85060275969157
Murai Mohalla,molestation,22,high,Synthetic_RealPattern,1,2023-10-13,22.71594672389574,75.84730656587566
Murai Mohalla,assault,23,high,Synthetic_RealPattern,0,2023-08-19,22.71494683867908,75.85070466191422
Murai Mohalla,abduction,22,high,Synthetic_RealPattern,1,2024-12-07,22.71655097266055,75.84880751999283
Murai Mohalla,mobile_snatching,0,high,Synthetic_RealPattern,0,2023-11-21,22.71233863425976,75.84860802763953
Murai Mohalla,assault,1,high,Synthetic_RealPattern,0,2023-10-08,22.71627160387116,75.84579572937179
Murai Mohalla,molestation,1,high,Synthetic_RealPattern,1,2024-11-23,22.712709763920287,75.85009156654984
Murai Mohalla,assault,0,high,Synthetic_RealPattern,0,2024-02-09,22.712481935657195,75.84736493812753
Murai Mohalla,assault,23,high,Synthetic_RealPattern,1,2023-02-13,22.712485594787587,75.8457734004347
Murai Mohalla,mobile_snatching,21,high,Synthetic_RealPattern,1,2023-12-21,22.716387448321388,75.84487564511986
Murai Mohalla,robbery,23,high,Synthetic_RealPattern,0,2024-05-05,22.71549118332418,75.84815853410184
Murai Mohalla,molestation,1,high,Synthetic_RealPattern,1,2023-10-05,22.714638392548615,75.84796439773274
Murai Mohalla,chain_snatching,23,high,Synthetic_RealPattern,1,2023-05-21,22.71365298290474,75.84911612173423
Murai Mohalla,robbery,1,high,Synthetic_RealPattern,0,2024-08-23,22.71676320324488,75.8501415483181
Murai Mohalla,molestation,21,high,Synthetic_RealPattern,1,2024-11-16,22.713854670644537,75.84527643950787
Murai Mohalla,robbery,22,high,Synthetic_RealPattern,0,2024-10-15,22.71639959663683,75.84918897894205
Murai Mohalla,assault,21,high,Synthetic_RealPattern,1,2024-02-28,22.714134809451423,75.84592447166459
Murai Mohalla,abduction,0,high,Synthetic_RealPattern,1,2023-04-13,22.713761666576552,75.84994906231896
Murai Mohalla,molestation,22,high,Synthetic_RealPattern,1,2023-01-06,22.71427607871402,75.84971438108317
Murai Mohalla,abduction,22,high,Synthetic_RealPattern,1,2024-02-21,22.713308267244987,75.84804476252992
Murai Mohalla,abduction,0,high,Synthetic_RealPattern,1,2024-05-03,22.71598565628106,75.84906145679174
Murai Mohalla,assault,22,high,Synthetic_RealPattern,0,2023-10-22,22.714516322340558,75.84668610067911
Murai Mohalla,abduction,21,high,Synthetic_RealPattern,1,2023-04-02,22.71289327617088,75.8476270073936
Murai Mohalla,molestation,1,high,Synthetic_RealPattern,1,2023-08-26,22.71689744743965,75.84972982138628
Murai Mohalla,mobile_snatching,21,high,Synthetic_RealPattern,0,2023-06-29,22.71380334732824,75.84755559118305
Murai Mohalla,mobile_snatching,21,high,Synthetic_RealPattern,0,2024-02-11,22.714761317166683,75.84694678959195
Murai Mohalla,chain_snatching,23,high,Synthetic_RealPattern,1,2023-02-08,22.71693883266579,75.84776527468351
Murai Mohalla,molestation,23,high,Synthetic_RealPattern,1,2024-08-04,22.715245427975486,75.84976949551464
Murai Mohalla,assault,21,high,Synthetic_RealPattern,0,2023-12-10,22.71220138824425,75.84681124828423
Murai Mohalla,mobile_snatching,1,high,Synthetic_RealPattern,0,2024-06-20,22.71713899274168,75.84584256955883
Murai Mohalla,assault,1,high,Synthetic_RealPattern,0,2024-04-24,22.71526624831843,75.84907208412199
Murai Mohalla,robbery,21,high,Synthetic_RealPattern,1,2023-12-05,22.713509433687943,75.84975586927625
Murai Mohalla,assault,0,high,Synthetic_RealPattern,1,2024-10-25,22.71233563243598,75.84540382487114
Bhagirathpura,abduction,9,high,Synthetic_RealPattern,1,2023-01-15,22.72296415113562,75.84733924467653
Bhagirathpura,molestation,20,high,Synthetic_RealPattern,1,2023-10-30,22.72192043653557,75.84675183193856
Bhagirathpura,molestation,9,high,Synthetic_RealPattern,1,2023-06-29,22.721400766551856,75.8479876484695
Bhagirathpura,molestation,21,high,Synthetic_RealPattern,1,2024-03-13,22.723563355498307,75.84860210587344
Bhagirathpura,mobile_snatching,20,high,Synthetic_RealPattern,1,2023-03-30,22.722931583267346,75.85039295802179
Bhagirathpura,robbery,8,high,Synthetic_RealPattern,0,2023-07-09,22.719110049278395,75.8498068855093
Bhagirathpura,chain_snatching,20,high,Synthetic_RealPattern,1,2023-09-12,22.720070332406774,75.84962557140487
Bhagirathpura,robbery,20,high,Synthetic_RealPattern,0,2024-01-28,22.719690934838887,75.84801424967966
Bhagirathpura,assault,20,high,Synthetic_RealPattern,1,2023-12-04,22.722663677755435,75.85094868531851
Bhagirathpura,assault,22,high,Synthetic_RealPattern,1,2023-01-12,22.718401194608415,75.84872772300439
Bhagirathpura,robbery,20,high,Synthetic_RealPattern,0,2024-12-10,22.721619338109228,75.8517746296281
Bhagirathpura,assault,8,high,Synthetic_RealPattern,0,2024-04-21,22.722774752114443,75.84970485282977
Bhagirathpura,molestation,21,high,Synthetic_RealPattern,1,2024-12-03,22.72346059382057,75.84665758844939
Bhagirathpura,chain_snatching,20,high,Synthetic_RealPattern,1,2024-12-07,22.720252490492296,75.84995706537245
Bhagirathpura,molestation,20,high,Synthetic_RealPattern,1,2024-01-12,22.72312754382803,75.84785062409259
Bhagirathpura,robbery,9,high,Synthetic_RealPattern,0,2023-08-13,22.718863790421732,75.85001796318012
Bhagirathpura,abduction,9,high,Synthetic_RealPattern,1,2024-04-10,22.723278713750407,75.84631784688898
Bhagirathpura,mobile_snatching,22,high,Synthetic_RealPattern,1,2024-01-18,22.718964931973993,75.84694928862305
Bhagirathpura,molestation,22,high,Synthetic_RealPattern,1,2024-04-27,22.720583723743363,75.85103442355343
Bhagirathpura,abduction,9,high,Synthetic_RealPattern,1,2023-09-11,22.722983772194677,75.84726307734215
Bhagirathpura,molestation,22,high,Synthetic_RealPattern,1,2023-03-25,22.71909950456409,75.85092224675145
